GridSize,IWFirstEpisode,Regret,MountainCar_mu1_higher,IWMin,DenMISELogLast,MountainCar_std0_higher,IWMax,DenMISEMeanLog,IWLastEpisode,ActionIn1,NumTrajectories,IWMean,Regret/t,AvgEpLen,NumTrainableParams,Delta,TimestepsSoFar,ReturnLastEpisode,ReturnMin,ReturnAbsMax,MinEpLen,ReturnMean,Iteration,Bound,DenMISELogFirst,MountainCar_std1_higher,ReturnStepMax,TimeElapsed,MountainCar_mu0_higher,ReturnMax
9,9.707859e-19,127.50485,-10.0,,-49.151283,0.14999999,4.9896673e+24,-21.105925,2.8142755e+20,-13.74775,19,5.7365836e+23,6.7107816,999.0,,3.368017e-05,18981,-2.6607406,-2.6607406,2.6607406,999,-1.7107817,19,inf,-1.2939689,1.5,26.653421,8.075665950775146,-1.0,
9,1.021879e-18,134.25739,-10.0,,-58.257774,0.14999999,5.252277e+24,-22.974457,2.3711645e+24,-7.5493712,20,6.917517e+23,6.7128687,999.0,,3.0396353e-05,19980,-1.7525291,-2.6607406,2.6607406,999,-1.7128689,20,inf,-1.3452622,1.5,26.653421,8.484586238861084,-1.0,
9,1.0729727e-18,140.66652,-10.0,,-58.306564,0.14999999,5.5148893e+24,-24.669262,7.6509975e+23,-9.075408,21,7.277659e+23,6.6984057,999.0,,2.7570388e-05,20979,-1.4091382,-2.6607406,2.6607406,999,-1.6984056,21,inf,-1.3940523,1.5,26.653421,8.902747392654419,-1.0,
9,1.1240669e-18,147.58311,-10.0,,-58.353085,0.14999999,6.761006e+24,-26.213745,6.761006e+24,-11.886864,22,1.0347047e+24,6.7083235,999.0,,2.5120953e-05,21978,-1.916601,-2.6607406,2.6607406,999,-1.7083236,22,inf,-1.4405724,1.5,26.653421,9.299118995666504,-1.0,
9,1.1751618e-18,154.64528,-10.0,,-13.581708,0.14999999,7.068331e+24,-25.67877,450161.9,-9.809082,23,1.0343597e+24,6.7237077,999.0,,2.2984013e-05,22977,-2.062157,-2.6607406,2.6607406,999,-1.7237076,23,inf,-1.4850241,1.5,26.653421,9.702943086624146,-1.0,
9,1.2262571e-18,161.42139,-10.0,,-27.6066,0.14999999,7.375657e+24,-25.772133,496921480000.0,-10.788286,24,1.03404434e+24,6.725891,999.0,,2.110858e-05,23976,-1.7761095,-2.6607406,2.6607406,999,-1.725891,24,inf,-1.5275837,1.5,26.653421,10.128106594085693,-1.0,
9,1.27735e-18,168.38116,-10.0,,0.6149871,0.14999999,7.6829686e+24,-24.728628,0.37079456,-10.734253,25,1.03375294e+24,6.735246,999.0,,1.9453666e-05,24975,-1.9597759,-2.6607406,2.6607406,999,-1.7352463,25,inf,-1.5684057,1.5,26.653421,10.544897317886353,-1.0,
9,1.3284467e-18,175.6274,-10.0,,-1.609641,0.14999999,7.990273e+24,-23.850483,2.5461564,-11.344047,26,1.03348345e+24,6.7549,999.0,,1.7986009e-05,25974,-2.2462335,-2.6607406,2.6607406,999,-1.7548997,26,inf,-1.6076264,1.5,26.653421,10.962589502334595,-1.0,
9,1.3795386e-18,181.74141,-10.0,,-7.5481095,0.14999999,8.2976107e+24,-23.256908,287.9312,-10.051939,27,1.0332385e+24,6.7311635,999.0,,1.6678383e-05,26973,-1.1140187,-2.6607406,2.6607406,999,-1.7311635,27,inf,-1.6453668,1.5,26.653421,11.378937721252441,-1.0,
16,1.430635e-18,188.69818,-10.0,,-18.981405,0.14999999,8.604911e+24,-23.113691,99530590.0,-10.332385,28,1.0330069e+24,6.7392206,999.0,,9.122555e-06,27972,-1.956764,-2.6607406,2.6607406,999,-1.7392206,28,inf,-1.6817344,1.5,26.653421,11.808323383331299,-1.0,
16,1.4817293e-18,195.18503,-10.0,,-4.794511,0.14999999,8.9122297e+24,-22.490816,53.64913,-12.641426,29,1.0327939e+24,6.7305183,999.0,,8.504261e-06,28971,-1.4868565,-2.6607406,2.6607406,999,-1.7305183,29,inf,-1.7168257,1.5,26.653421,12.488345623016357,-1.0,
16,1.5328229e-18,201.72043,-10.0,,-58.662964,0.14999999,9.219545e+24,-23.704777,8.006964e+24,-9.185134,30,1.2994939e+24,6.7240143,999.0,,7.94676e-06,29970,-1.535405,-2.6607406,2.6607406,999,-1.7240145,30,inf,-1.7507273,1.5,26.653421,12.926515340805054,-1.0,
16,1.583913e-18,208.49216,-10.0,,-58.695892,0.14999999,1.0426928e+25,-24.842306,1.0426928e+25,-13.183443,31,1.6356593e+24,6.7255535,999.0,,7.4423347e-06,30969,-1.7717166,-2.6607406,2.6607406,999,-1.7255533,31,inf,-1.7835171,1.5,26.653421,13.343626737594604,-1.0,
16,1.6350086e-18,215.08011,-10.0,,-58.72778,0.14999999,1.076325e+25,-25.910477,5.66926e+24,-8.311144,32,1.8126471e+24,6.7212534,999.0,,6.984457e-06,31968,-1.5879507,-2.6607406,2.6607406,999,-1.7212532,32,inf,-1.8152658,1.5,26.653421,13.76775598526001,-1.0,
16,1.6861052e-18,221.40004,-10.0,,-58.75855,0.14999999,1.1099534e+25,-26.915522,2.674814e+24,-11.69357,33,1.8935316e+24,6.709092,999.0,,6.5675695e-06,32967,-1.3199342,-2.6607406,2.6607406,999,-1.7090921,33,inf,-1.8460374,1.5,26.653421,14.207409858703613,-1.0,
16,1.7371943e-18,228.15848,-10.0,,-9.797287,0.14999999,1.1435849e+25,-26.422024,11061.331,-9.7749,34,1.8933767e+24,6.7105436,999.0,,6.186923e-06,33966,-1.7584378,-2.6607406,2.6607406,999,-1.7105435,34,inf,-1.8758904,1.5,26.653421,14.633562803268433,-1.0,
16,1.7882888e-18,235.10956,-10.0,,-32.719418,0.14999999,1.1772156e+25,-26.611355,80137030000000.0,-9.605579,35,1.8932285e+24,6.717416,999.0,,5.8384353e-06,34965,-1.9510761,-2.6607406,2.6607406,999,-1.7174157,35,inf,-1.9048779,1.5,26.653421,15.062103033065796,-1.0,
16,1.839384e-18,241.77791,-10.0,,-36.875668,0.14999999,1.210842e+25,-26.905352,4386162000000000.0,-11.088627,36,1.893088e+24,6.716053,999.0,,5.5185833e-06,35964,-1.6683608,-2.6607406,2.6607406,999,-1.7160531,36,inf,-1.9330488,1.5,26.653421,15.514534950256348,-1.0,
16,1.8904818e-18,248.57169,-10.0,,1.6028299,0.14999999,1.2444742e+25,-26.143255,0.13934386,-11.812969,37,1.8929537e+24,6.718154,999.0,,5.224312e-06,36963,-1.7937703,-2.6607406,2.6607406,999,-1.7181537,37,inf,-1.9604478,1.5,26.653421,15.951381206512451,-1.0,
16,1.9415763e-18,255.51102,-10.0,,-11.84746,0.14999999,1.2780993e+25,-25.775,84844.516,-12.621132,38,1.8928278e+24,6.7239738,999.0,,4.9529667e-06,37962,-1.9393232,-2.6607406,2.6607406,999,-1.7239739,38,inf,-1.9871161,1.5,26.653421,16.376147985458374,-1.0,
16,1.9926682e-18,262.5804,-10.0,,-52.67534,0.14999999,1.3117269e+25,-26.472286,2.8888416e+22,-11.120504,39,1.8934513e+24,6.732831,999.0,,4.7022245e-06,38961,-2.0694108,-2.6607406,2.6607406,999,-1.7328311,39,inf,-2.0130916,1.5,26.653421,16.815404415130615,-1.0,
16,2.0437627e-18,269.68753,-10.0,,1.7630025,0.14999999,1.3453562e+25,-25.773565,0.10789175,-14.536049,40,1.8933153e+24,6.742188,999.0,,4.4700523e-06,39960,-2.1071036,-2.6607406,2.6607406,999,-1.7421881,40,inf,-2.0384092,1.5,26.653421,17.23918128013611,-1.0,
16,2.0948568e-18,276.1715,-10.0,,-58.975613,0.14999999,1.3789847e+25,-26.590178,1.10258034e+24,-9.674851,41,1.9200807e+24,6.73589,999.0,,4.2546603e-06,40959,-1.4839674,-2.6607406,2.6607406,999,-1.73589,41,inf,-2.063102,1.5,26.653421,17.658039808273315,-1.0,
16,2.1459505e-18,282.96902,-10.0,,-35.729927,0.14999999,1.4126129e+25,-26.81486,1577969100000000.0,-11.537597,42,1.9199609e+24,6.7373576,999.0,,4.0544687e-06,41958,-1.7975351,-2.6607406,2.6607406,999,-1.7373577,42,inf,-2.0871994,1.5,26.653421,18.09172487258911,-1.0,
16,2.1970413e-18,290.17343,-10.0,,-2.4390364,0.14999999,1.446239e+25,-26.254719,6.027181,-9.993194,43,1.9198488e+24,6.7482195,999.0,,3.868082e-06,42957,-2.2044148,-2.6607406,2.6607406,999,-1.7482195,43,inf,-2.11073,1.5,26.653421,18.528181791305542,-1.0,
16,2.2481392e-18,296.49683,-10.0,,-13.9075165,0.14999999,1.4798636e+25,-25.98053,318213.8,-16.067066,44,1.9197355e+24,6.7385645,999.0,,3.6942577e-06,43956,-1.3233972,-2.6607406,2.6607406,999,-1.7385644,44,inf,-2.1337194,1.5,26.653421,18.968597412109375,-1.0,
16,2.299232e-18,303.10626,-10.0,,-59.068707,0.14999999,1.5134904e+25,-26.721964,7.634638e+22,-11.263193,45,1.9213322e+24,6.735695,999.0,,3.5318933e-06,44955,-1.6094339,-2.6607406,2.6607406,999,-1.7356948,45,inf,-2.1561923,1.5,26.653421,19.397706508636475,-1.0,
16,2.3503204e-18,310.11655,-10.0,,0.8337246,0.14999999,1.5471198e+25,-26.129288,0.2905155,-8.312918,46,1.9212288e+24,6.741664,999.0,,3.3800018e-06,45954,-2.010285,-2.6607406,2.6607406,999,-1.741664,46,inf,-2.1781712,1.5,26.653421,19.83526062965393,-1.0,
16,2.401417e-18,316.602,-10.0,,-59.11219,0.14999999,1.5807424e+25,-26.837143,5.319442e+24,-10.574864,47,2.0343124e+24,6.7362127,999.0,,3.2377015e-06,46953,-1.4854432,-2.6607406,2.6607406,999,-1.7362125,47,inf,-2.1996775,1.5,26.653421,20.259837865829468,-1.0,
16,2.4525107e-18,323.7954,-10.0,,-4.468404,0.14999999,1.614369e+25,-26.377405,46.046173,-10.875335,48,2.0342195e+24,6.745738,999.0,,3.1042032e-06,47952,-2.193436,-2.6607406,2.6607406,999,-1.745738,48,inf,-2.2207308,1.5,26.653421,20.69664168357849,-1.0,
16,2.5036025e-18,330.73282,-10.0,,1.4354283,0.14999999,1.647994e+25,-25.81582,0.16549236,-10.256112,49,2.0341297e+24,6.7496495,999.0,,2.9787932e-06,48951,-1.937385,-2.6607406,2.6607406,999,-1.7496494,49,inf,-2.2413502,1.5,26.653421,21.120121240615845,-1.0,
16,2.5546962e-18,338.4307,-10.0,,-21.383945,0.14999999,1.68162e+25,-25.732964,275345820.0,-11.155623,50,2.034045e+24,6.768614,999.0,,2.8608335e-06,49950,-2.6978757,-2.6978757,2.6978757,999,-1.7686139,50,inf,-2.2615528,1.5,27.166306,21.551867485046387,-1.0,
16,2.6057988e-18,344.72696,-10.0,,-1.5099483,0.14999999,1.7152449e+25,-25.263557,1.4030781,-9.34318,51,2.0339615e+24,6.759352,999.0,,2.7497433e-06,50949,-1.2962725,-2.6978757,2.6978757,999,-1.7593521,51,inf,-2.2813556,1.5,27.166306,21.985270500183105,-1.0,
16,2.6568894e-18,350.89447,-10.0,,-43.31839,0.14999999,1.7488682e+25,-25.616106,7.213905e+17,-10.847239,52,2.0338858e+24,6.7479706,999.0,,2.6450014e-06,51948,-1.1675214,-2.6978757,2.6978757,999,-1.7479708,52,inf,-2.3007736,1.5,27.166306,22.438023805618286,-1.0,
16,2.7079796e-18,358.44885,-10.0,,-1.8115666,0.14999999,1.782491e+25,-25.1721,1.6717384,-7.876165,53,2.0338074e+24,6.763186,999.0,,2.5461316e-06,52947,-2.5543637,-2.6978757,2.6978757,999,-1.7631859,53,inf,-2.3198218,1.5,27.166306,22.896591424942017,-1.0,
16,2.7590733e-18,365.3821,-10.0,,-59.251026,0.14999999,1.8161158e+25,-25.808132,4.2606174e+24,-13.225611,54,2.1126348e+24,6.7663355,999.0,,2.4527033e-06,53946,-1.9332694,-2.6978757,2.6978757,999,-1.7663355,54,inf,-2.3385139,1.5,27.166306,23.350475311279297,-1.0,
16,2.8101768e-18,372.12592,-10.0,,-59.269375,0.14999999,1.8497397e+25,-26.421625,1.2211862e+25,-14.393139,55,2.3345964e+24,6.765926,999.0,,2.3643252e-06,54945,-1.7437912,-2.6978757,2.6978757,999,-1.7659258,55,inf,-2.356863,1.5,27.166306,23.82345962524414,-1.0,
16,2.8612661e-18,379.43195,-10.0,,-59.287395,0.14999999,1.8833609e+25,-27.013762,2.4038513e+24,-9.892044,56,2.377457e+24,6.77557,999.0,,2.2806387e-06,55944,-2.3060226,-2.6978757,2.6978757,999,-1.7755702,56,inf,-2.3748815,1.5,27.166306,24.268051147460938,-1.0,
16,2.912362e-18,386.50726,-10.0,,-28.68653,0.14999999,1.9169862e+25,-27.048485,1366546400000.0,-10.78576,57,2.3773852e+24,6.7808294,999.0,,2.2013185e-06,56943,-2.0753348,-2.6978757,2.6978757,999,-1.7808292,57,inf,-2.3925812,1.5,27.166306,24.75402855873108,-1.0,
16,2.9634544e-18,393.6706,-10.0,,-0.3209358,0.14999999,1.9506092e+25,-26.592861,0.7935023,-9.363974,58,2.3773273e+24,6.7874236,999.0,,2.1260653e-06,57942,-2.1633122,-2.6978757,2.6978757,999,-1.7874237,58,inf,-2.409973,1.5,27.166306,25.208641529083252,-1.0,
16,3.014546e-18,400.298,-10.0,,-51.88071,0.14999999,1.9842312e+25,-27.026484,1.2113438e+22,-10.455521,59,2.3774696e+24,6.784712,999.0,,2.0546058e-06,58941,-1.6274339,-2.6978757,2.6978757,999,-1.7847121,59,inf,-2.4270673,1.5,27.166306,25.683231830596924,-1.0,
16,3.0656414e-18,406.85016,-10.0,,-2.4128194,0.14999999,2.0178554e+25,-26.621105,5.568647,-13.597351,60,2.3774067e+24,6.780836,999.0,,1.98669e-06,59940,-1.552135,-2.6978757,2.6978757,999,-1.7808359,60,inf,-2.4438744,1.5,27.166306,26.16570520401001,-1.0,
16,3.1167347e-18,413.48367,-10.0,,-59.372917,0.14999999,2.0514702e+25,-27.16271,7.797501e+24,-10.914432,61,2.505172e+24,6.7784204,999.0,,1.9220863e-06,60939,-1.6335113,-2.6978757,2.6978757,999,-1.7784207,61,inf,-2.4604037,1.5,27.166306,26.646676540374756,-1.0,
16,3.1678335e-18,420.42578,-10.0,,1.7454869,0.14999999,2.0850961e+25,-26.70125,0.12307537,-15.169693,62,2.5051082e+24,6.781061,999.0,,1.8605837e-06,61938,-1.9421362,-2.6978757,2.6978757,999,-1.7810613,62,inf,-2.4766643,1.5,27.166306,27.12903094291687,-1.0,
16,3.2189229e-18,427.5258,-10.0,,-59.405178,0.14999999,2.1187155e+25,-27.225008,9.5915604e+23,-9.833954,63,2.5202795e+24,6.7861238,999.0,,1.8019862e-06,62937,-2.0999856,-2.6978757,2.6978757,999,-1.7861236,63,inf,-2.4926646,1.5,27.166306,27.604697465896606,-1.0,
16,3.2700127e-18,435.1069,-10.0,,-40.92483,0.14999999,2.152335e+25,-27.443825,1.0627995e+17,-11.961919,64,2.5202207e+24,6.7985454,999.0,,1.7461142e-06,63936,-2.5811222,-2.6978757,2.6978757,999,-1.7985454,64,inf,-2.508413,1.5,27.166306,28.0910325050354,-1.0,
25,3.321115e-18,442.41785,-10.0,,-13.550166,0.14999999,2.185954e+25,-27.23468,304540.2,-12.244096,65,2.5201625e+24,6.806429,999.0,,1.1068314e-06,64935,-2.3109572,-2.6978757,2.6978757,999,-1.8064287,65,inf,-2.5239172,1.5,27.166306,28.576492309570312,-1.0,
25,3.3722057e-18,449.22717,-10.0,,-33.301353,0.14999999,2.2195734e+25,-27.331066,143544170000000.0,-9.45292,66,2.520115e+24,6.8064723,999.0,,1.073545e-06,65934,-1.809313,-2.6978757,2.6978757,999,-1.8064723,66,inf,-2.5391846,1.5,27.166306,30.29173517227173,-1.0,
25,3.4232985e-18,456.65283,-10.0,,-59.456615,0.14999999,2.253194e+25,-27.814886,1.3029943e+25,-12.527327,67,2.7145398e+24,6.815714,999.0,,1.0417382e-06,66933,-2.4256542,-2.6978757,2.6978757,999,-1.8157138,67,inf,-2.5542226,1.5,27.166306,30.78024411201477,-1.0,
25,3.474397e-18,464.41632,-10.0,,-34.816467,0.14999999,2.2868175e+25,-27.922274,130305670000000.0,-10.640367,68,2.7144557e+24,6.829652,999.0,,1.011324e-06,67932,-2.7634869,-2.7634869,2.7634869,999,-1.8296517,68,inf,-2.5690377,1.5,27.902008,31.27716302871704,-1.0,
25,3.525491e-18,471.28436,-10.0,,-0.95018727,0.14999999,2.3204385e+25,-27.53567,1.7771634,-11.27087,69,2.714377e+24,6.8302083,999.0,,9.822227e-07,68931,-1.868046,-2.7634869,2.7634869,999,-1.8302082,69,inf,-2.5836363,1.5,27.902008,31.744892120361328,-1.0,
25,3.576586e-18,478.1775,-10.0,,0.4136537,0.14999999,2.3540508e+25,-27.140566,0.45985204,-11.805459,70,2.7143e+24,6.831107,999.0,,9.543596e-07,69930,-1.8931448,-2.7634869,2.7634869,999,-1.8311073,70,inf,-2.598025,1.5,27.902008,32.21167874336243,-1.0,
25,3.627674e-18,485.51627,-10.0,,-8.151421,0.14999999,2.3876765e+25,-26.877167,1370.2275,-9.141275,71,2.714229e+24,6.8382573,999.0,,9.276656e-07,70929,-2.338765,-2.7634869,2.7634869,999,-1.8382573,71,inf,-2.6122098,1.5,27.902008,32.68157744407654,-1.0,
25,3.6787766e-18,491.7105,-10.0,,-57.68214,0.14999999,2.4212924e+25,-27.308954,1.293569e+24,-12.393501,72,2.732117e+24,6.829313,999.0,,9.020761e-07,71928,-1.1942382,-2.7634869,2.7634869,999,-1.8293127,72,inf,-2.626196,1.5,27.902008,33.14098858833313,-1.0,
25,3.7298587e-18,499.25275,-10.0,,-30.393473,0.14999999,2.454914e+25,-27.35507,3224853000000.0,-11.071115,73,2.731834e+24,6.839079,999.0,,8.775309e-07,72927,-2.5422606,-2.7634869,2.7634869,999,-1.8390789,73,inf,-2.6399894,1.5,27.902008,33.606844902038574,-1.0,
25,3.780958e-18,506.48856,-10.0,,1.6248381,0.14999999,2.488527e+25,-26.967205,0.10522345,-8.550973,74,2.7315575e+24,6.84444,999.0,,8.539741e-07,73926,-2.2357802,-2.7634869,2.7634869,999,-1.84444,74,inf,-2.653595,1.5,27.902008,34.0910918712616,-1.0,
25,3.8320556e-18,513.64136,-10.0,,-59.57953,0.14999999,2.5221486e+25,-27.405693,1.0851061e+25,-11.514795,75,2.87596e+24,6.8485518,999.0,,8.3135325e-07,74925,-2.1528387,-2.7634869,2.7634869,999,-1.8485519,75,inf,-2.667018,1.5,27.902008,34.57148098945618,-1.0,
25,3.8831473e-18,520.49854,-10.0,,-3.981651,0.14999999,2.555766e+25,-27.10122,35.734924,-9.989129,76,2.8756998e+24,6.848665,999.0,,8.096195e-07,75924,-1.8571608,-2.7634869,2.7634869,999,-1.8486654,76,inf,-2.6802633,1.5,27.902008,35.046947956085205,-1.0,
25,3.9342447e-18,527.5294,-10.0,,-22.855518,0.14999999,2.5893768e+25,-27.049719,4456376300.0,-11.026274,77,2.875431e+24,6.851032,999.0,,7.88727e-07,76923,-2.0308983,-2.7634869,2.7634869,999,-1.8510318,77,inf,-2.6933353,1.5,27.902008,35.52248430252075,-1.0,
25,3.9853305e-18,534.54626,-10.0,,1.8799561,0.14999999,2.6229896e+25,-26.682367,0.102413684,-11.257824,78,2.8751776e+24,6.853157,999.0,,7.6863284e-07,77922,-2.016802,-2.7634869,2.7634869,999,-1.853157,78,inf,-2.7062387,1.5,27.902008,35.99338746070862,-1.0,
25,4.036433e-18,541.96497,-10.0,,1.1283016,0.14999999,2.6566132e+25,-26.333786,0.11979832,-11.053955,79,2.8749228e+24,6.8603163,999.0,,7.49297e-07,78921,-2.4187462,-2.7634869,2.7634869,999,-1.8603164,79,inf,-2.7189777,1.5,27.902008,36.473549127578735,-1.0,
25,4.0875196e-18,547.90216,-10.0,,-4.0008807,0.14999999,2.6902261e+25,-26.057995,2.961042,-11.225643,80,2.8746804e+24,6.848777,999.0,,7.306816e-07,79920,-0.9371503,-2.7634869,2.7634869,999,-1.8487768,80,inf,-2.7315564,1.5,27.902008,36.9463906288147,-1.0,
25,4.138622e-18,554.68585,-10.0,,0.4747907,0.14999999,2.7238386e+25,-25.733711,0.4252076,-11.107172,81,2.8744336e+24,6.8479733,999.0,,7.1275144e-07,80919,-1.7837057,-2.7634869,2.7634869,999,-1.8479735,81,inf,-2.743979,1.5,27.902008,37.441816568374634,-1.0,
25,4.1897074e-18,561.33655,-10.0,,0.93323165,0.14999999,2.7574606e+25,-25.411707,0.23280361,-12.268281,82,2.874201e+24,6.845568,999.0,,6.954733e-07,81918,-1.6507156,-2.7634869,2.7634869,999,-1.8455681,82,inf,-2.7562492,1.5,27.902008,37.936309576034546,-1.0,
25,4.240809e-18,568.3072,-10.0,,-31.803917,0.14999999,2.7910717e+25,-25.491846,31814290000000.0,-9.278728,83,2.8739624e+24,6.8470745,999.0,,6.788158e-07,82917,-1.9706123,-2.7634869,2.7634869,999,-1.8470746,83,inf,-2.7683704,1.5,27.902008,38.39113926887512,-1.0,
25,4.291895e-18,574.1018,-10.0,,-40.94015,0.14999999,2.824683e+25,-25.678804,1.0269377e+16,-10.988706,84,2.8737376e+24,6.834545,999.0,,6.627497e-07,83916,-0.794612,-2.7634869,2.7634869,999,-1.8345454,84,inf,-2.7803466,1.5,27.902008,38.8602135181427,-1.0,
25,4.343e-18,580.79816,-10.0,,1.7867684,0.14999999,2.8582958e+25,-25.358658,0.10780875,-12.811037,85,2.8735104e+24,6.832919,999.0,,6.472474e-07,84915,-1.6963398,-2.7634869,2.7634869,999,-1.8329194,85,inf,-2.7921813,1.5,27.902008,39.34484362602234,-1.0,
