IWFirstEpisode,TimestepsSoFar,MinEpLen,NumTrajectories,MountainCar_mu0_higher,MountainCar_std1_higher,Regret,IWLastEpisode,IWMin,ReturnMean,ActionIn1,ReturnLastEpisode,IWMax,ReturnAbsMax,IWMean,Bound,NumTrainableParams,DenMISEMeanLog,MountainCar_std0_higher,DenMISELogFirst,AvgEpLen,MountainCar_mu1_higher,Iteration,GridSize,Regret/t,DenMISELogLast,ReturnMax,Delta,TimeElapsed,ReturnStepMax,ReturnMin
1.27735e-18,24975,999,25,-1.0,1.5,168.38116,0.37079456,,-1.7352463,-10.734253,-1.9597759,7.6829686e+24,2.6607406,1.03375294e+24,inf,,-24.728628,0.14999999,-1.5684057,999.0,-10.0,25,400,6.735246,0.6149871,,4.8634165e-06,29.57974648475647,26.653421,-2.6607406
1.3284467e-18,25974,999,26,-1.0,1.5,175.6274,2.5461564,,-1.7548997,-11.344047,-2.2462335,7.990273e+24,2.6607406,1.03348345e+24,inf,,-23.850483,0.14999999,-1.6076264,999.0,-10.0,26,400,6.7549,-1.609641,,4.4965022e-06,30.785157203674316,26.653421,-2.6607406
1.3795386e-18,26973,999,27,-1.0,1.5,181.74141,287.9312,,-1.7311635,-10.051939,-1.1140187,8.2976107e+24,2.6607406,1.0332385e+24,inf,,-23.256908,0.14999999,-1.6453668,999.0,-10.0,27,400,6.7311635,-7.5481095,,4.1695957e-06,32.04863619804382,26.653421,-2.6607406
1.430635e-18,27972,999,28,-1.0,1.5,188.69818,99530590.0,,-1.7392206,-10.332385,-1.956764,8.604911e+24,2.6607406,1.0330069e+24,inf,,-23.113691,0.14999999,-1.6817344,999.0,-10.0,28,400,6.7392206,-18.981405,,3.8770854e-06,33.35301351547241,26.653421,-2.6607406
1.4817293e-18,28971,999,29,-1.0,1.5,195.18503,53.64913,,-1.7305183,-12.641426,-1.4868565,8.9122297e+24,2.6607406,1.0327939e+24,inf,,-22.490816,0.14999999,-1.7168257,999.0,-10.0,29,400,6.7305183,-4.794511,,3.6143113e-06,34.646923780441284,26.653421,-2.6607406
1.5328229e-18,29970,999,30,-1.0,1.5,201.72043,8.006964e+24,,-1.7240145,-9.185134,-1.535405,9.219545e+24,2.6607406,1.2994939e+24,inf,,-23.704777,0.14999999,-1.7507273,999.0,-10.0,30,400,6.7240143,-58.662964,,3.377373e-06,35.88554668426514,26.653421,-2.6607406
1.583913e-18,30969,999,31,-1.0,1.5,208.49216,1.0426928e+25,,-1.7255533,-13.183443,-1.7717166,1.0426928e+25,2.6607406,1.6356593e+24,inf,,-24.842306,0.14999999,-1.7835171,999.0,-10.0,31,400,6.7255535,-58.695892,,3.162992e-06,37.20391321182251,26.653421,-2.6607406
1.6350086e-18,31968,999,32,-1.0,1.5,215.08011,5.66926e+24,,-1.7212532,-8.311144,-1.5879507,1.076325e+25,2.6607406,1.8126471e+24,inf,,-25.910477,0.14999999,-1.8152658,999.0,-10.0,32,400,6.7212534,-58.72778,,2.9683938e-06,38.44417095184326,26.653421,-2.6607406
1.6861052e-18,32967,999,33,-1.0,1.5,221.40004,2.674814e+24,,-1.7090921,-11.69357,-1.3199342,1.1099534e+25,2.6607406,1.8935316e+24,inf,,-26.915522,0.14999999,-1.8460374,999.0,-10.0,33,400,6.709092,-58.75855,,2.7912172e-06,39.73102068901062,26.653421,-2.6607406
1.7371943e-18,33966,999,34,-1.0,1.5,228.15848,11061.331,,-1.7105435,-9.7749,-1.7584378,1.1435849e+25,2.6607406,1.8933767e+24,inf,,-26.422024,0.14999999,-1.8758904,999.0,-10.0,34,400,6.7105436,-9.797287,,2.6294422e-06,41.084638357162476,26.653421,-2.6607406
1.7882888e-18,34965,999,35,-1.0,1.5,235.10956,80137030000000.0,,-1.7174157,-9.605579,-1.9510761,1.1772156e+25,2.6607406,1.8932285e+24,inf,,-26.611355,0.14999999,-1.9048779,999.0,-10.0,35,400,6.717416,-32.719418,,2.481335e-06,42.44594621658325,26.653421,-2.6607406
1.839384e-18,35964,999,36,-1.0,1.5,241.77791,4386162000000000.0,,-1.7160531,-11.088627,-1.6683608,1.210842e+25,2.6607406,1.893088e+24,inf,,-26.905352,0.14999999,-1.9330488,999.0,-10.0,36,400,6.716053,-36.875668,,2.3453977e-06,43.7330105304718,26.653421,-2.6607406
1.8904818e-18,36963,999,37,-1.0,1.5,248.57169,0.13934386,,-1.7181537,-11.812969,-1.7937703,1.2444742e+25,2.6607406,1.8929537e+24,inf,,-26.143255,0.14999999,-1.9604478,999.0,-10.0,37,400,6.718154,1.6028299,,2.2203328e-06,45.020081520080566,26.653421,-2.6607406
1.9415763e-18,37962,999,38,-1.0,1.5,255.51102,84844.516,,-1.7239739,-12.621132,-1.9393232,1.2780993e+25,2.6607406,1.8928278e+24,inf,,-25.775,0.14999999,-1.9871161,999.0,-10.0,38,400,6.7239738,-11.84746,,2.1050107e-06,46.26684808731079,26.653421,-2.6607406
1.9926682e-18,38961,999,39,-1.0,1.5,262.5804,2.8888416e+22,,-1.7328311,-11.120504,-2.0694108,1.3117269e+25,2.6607406,1.8934513e+24,inf,,-26.472286,0.14999999,-2.0130916,999.0,-10.0,39,400,6.732831,-52.67534,,1.9984454e-06,47.52171540260315,26.653421,-2.6607406
2.0437627e-18,39960,999,40,-1.0,1.5,269.68753,0.10789175,,-1.7421881,-14.536049,-2.1071036,1.3453562e+25,2.6607406,1.8933153e+24,inf,,-25.773565,0.14999999,-2.0384092,999.0,-10.0,40,400,6.742188,1.7630025,,1.8997721e-06,48.83464765548706,26.653421,-2.6607406
2.0948568e-18,40959,999,41,-1.0,1.5,276.1715,1.10258034e+24,,-1.73589,-9.674851,-1.4839674,1.3789847e+25,2.6607406,1.9200807e+24,inf,,-26.590178,0.14999999,-2.063102,999.0,-10.0,41,400,6.73589,-58.975613,,1.8082306e-06,50.1365282535553,26.653421,-2.6607406
2.1459505e-18,41958,999,42,-1.0,1.5,282.96902,1577969100000000.0,,-1.7373577,-11.537597,-1.7975351,1.4126129e+25,2.6607406,1.9199609e+24,inf,,-26.81486,0.14999999,-2.0871994,999.0,-10.0,42,400,6.7373576,-35.729927,,1.7231492e-06,51.515260457992554,26.653421,-2.6607406
2.1970413e-18,42957,999,43,-1.0,1.5,290.17343,6.027181,,-1.7482195,-9.993194,-2.2044148,1.446239e+25,2.6607406,1.9198488e+24,inf,,-26.254719,0.14999999,-2.11073,999.0,-10.0,43,400,6.7482195,-2.4390364,,1.6439349e-06,52.85831069946289,26.653421,-2.6607406
2.2481392e-18,43956,999,44,-1.0,1.5,296.49683,318213.8,,-1.7385644,-16.067066,-1.3233972,1.4798636e+25,2.6607406,1.9197355e+24,inf,,-25.98053,0.14999999,-2.1337194,999.0,-10.0,44,400,6.7385645,-13.9075165,,1.5700596e-06,54.26198673248291,26.653421,-2.6607406
2.299232e-18,44955,999,45,-1.0,1.5,303.10626,7.634638e+22,,-1.7356948,-11.263193,-1.6094339,1.5134904e+25,2.6607406,1.9213322e+24,inf,,-26.721964,0.14999999,-2.1561923,999.0,-10.0,45,400,6.735695,-59.068707,,1.5010545e-06,55.57987594604492,26.653421,-2.6607406
2.3503204e-18,45954,999,46,-1.0,1.5,310.11655,0.2905155,,-1.741664,-8.312918,-2.010285,1.5471198e+25,2.6607406,1.9212288e+24,inf,,-26.129288,0.14999999,-2.1781712,999.0,-10.0,46,400,6.741664,0.8337246,,1.4365008e-06,56.8673050403595,26.653421,-2.6607406
2.401417e-18,46953,999,47,-1.0,1.5,316.602,5.319442e+24,,-1.7362125,-10.574864,-1.4854432,1.5807424e+25,2.6607406,2.0343124e+24,inf,,-26.837143,0.14999999,-2.1996775,999.0,-10.0,47,400,6.7362127,-59.11219,,1.3760232e-06,58.15110635757446,26.653421,-2.6607406
2.4525107e-18,47952,999,48,-1.0,1.5,323.7954,46.046173,,-1.745738,-10.875335,-2.193436,1.614369e+25,2.6607406,2.0342195e+24,inf,,-26.377405,0.14999999,-2.2207308,999.0,-10.0,48,400,6.745738,-4.468404,,1.3192863e-06,59.43309664726257,26.653421,-2.6607406
2.5036025e-18,48951,999,49,-1.0,1.5,330.73282,0.16549236,,-1.7496494,-10.256112,-1.937385,1.647994e+25,2.6607406,2.0341297e+24,inf,,-25.81582,0.14999999,-2.2413502,999.0,-10.0,49,400,6.7496495,1.4354283,,1.2659872e-06,60.65888595581055,26.653421,-2.6607406
2.5546962e-18,49950,999,50,-1.0,1.5,338.4307,275345820.0,,-1.7686139,-11.155623,-2.6978757,1.68162e+25,2.6978757,2.034045e+24,inf,,-25.732964,0.14999999,-2.2615528,999.0,-10.0,50,400,6.768614,-21.383945,,1.2158541e-06,61.876354694366455,27.166306,-2.6978757
2.6057988e-18,50949,999,51,-1.0,1.5,344.72696,1.4030781,,-1.7593521,-9.34318,-1.2962725,1.7152449e+25,2.6978757,2.0339615e+24,inf,,-25.263557,0.14999999,-2.2813556,999.0,-10.0,51,400,6.759352,-1.5099483,,1.168641e-06,63.228081464767456,27.166306,-2.6978757
2.6568894e-18,51948,999,52,-1.0,1.5,350.89447,7.213905e+17,,-1.7479708,-10.847239,-1.1675214,1.7488682e+25,2.6978757,2.0338858e+24,inf,,-25.616106,0.14999999,-2.3007736,999.0,-10.0,52,400,6.7479706,-43.31839,,1.1241256e-06,64.47663140296936,27.166306,-2.6978757
2.7079796e-18,52947,999,53,-1.0,1.5,358.44885,1.6717384,,-1.7631859,-7.876165,-2.5543637,1.782491e+25,2.6978757,2.0338074e+24,inf,,-25.1721,0.14999999,-2.3198218,999.0,-10.0,53,400,6.763186,-1.8115666,,1.082106e-06,65.72749400138855,27.166306,-2.6978757
2.7590733e-18,53946,999,54,-1.0,1.5,365.3821,4.2606174e+24,,-1.7663355,-13.225611,-1.9332694,1.8161158e+25,2.6978757,2.1126348e+24,inf,,-25.808132,0.14999999,-2.3385139,999.0,-10.0,54,400,6.7663355,-59.251026,,1.0423989e-06,66.95680284500122,27.166306,-2.6978757
2.8101768e-18,54945,999,55,-1.0,1.5,372.12592,1.2211862e+25,,-1.7659258,-14.393139,-1.7437912,1.8497397e+25,2.6978757,2.3345964e+24,inf,,-26.421625,0.14999999,-2.356863,999.0,-10.0,55,400,6.765926,-59.269375,,1.0048382e-06,68.15373086929321,27.166306,-2.6978757
2.8612661e-18,55944,999,56,-1.0,1.5,379.43195,2.4038513e+24,,-1.7755702,-9.892044,-2.3060226,1.8833609e+25,2.6978757,2.377457e+24,inf,,-27.013762,0.14999999,-2.3748815,999.0,-10.0,56,400,6.77557,-59.287395,,9.692714e-07,69.40743470191956,27.166306,-2.6978757
2.912362e-18,56943,999,57,-1.0,1.5,386.50726,1366546400000.0,,-1.7808292,-10.78576,-2.0753348,1.9169862e+25,2.6978757,2.3773852e+24,inf,,-27.048485,0.14999999,-2.3925812,999.0,-10.0,57,400,6.7808294,-28.68653,,9.355603e-07,70.69339966773987,27.166306,-2.6978757
2.9634544e-18,57942,999,58,-1.0,1.5,393.6706,0.7935023,,-1.7874237,-9.363974,-2.1633122,1.9506092e+25,2.6978757,2.3773273e+24,inf,,-26.592861,0.14999999,-2.409973,999.0,-10.0,58,400,6.7874236,-0.3209358,,9.035778e-07,71.95106744766235,27.166306,-2.6978757
3.014546e-18,58941,999,59,-1.0,1.5,400.298,1.2113438e+22,,-1.7847121,-10.455521,-1.6274339,1.9842312e+25,2.6978757,2.3774696e+24,inf,,-27.026484,0.14999999,-2.4270673,999.0,-10.0,59,400,6.784712,-51.88071,,8.7320757e-07,73.2950611114502,27.166306,-2.6978757
3.0656414e-18,59940,999,60,-1.0,1.5,406.85016,5.568647,,-1.7808359,-13.597351,-1.552135,2.0178554e+25,2.6978757,2.3774067e+24,inf,,-26.621105,0.14999999,-2.4438744,999.0,-10.0,60,400,6.780836,-2.4128194,,8.443433e-07,74.52317452430725,27.166306,-2.6978757
3.1167347e-18,60939,999,61,-1.0,1.5,413.48367,7.797501e+24,,-1.7784207,-10.914432,-1.6335113,2.0514702e+25,2.6978757,2.505172e+24,inf,,-27.16271,0.14999999,-2.4604037,999.0,-10.0,61,400,6.7784204,-59.372917,,8.168867e-07,75.86722540855408,27.166306,-2.6978757
3.1678335e-18,61938,999,62,-1.0,1.5,420.42578,0.12307537,,-1.7810613,-15.169693,-1.9421362,2.0850961e+25,2.6978757,2.5051082e+24,inf,,-26.70125,0.14999999,-2.4766643,999.0,-10.0,62,400,6.781061,1.7454869,,7.90748e-07,77.11322832107544,27.166306,-2.6978757
3.2189229e-18,62937,999,63,-1.0,1.5,427.5258,9.5915604e+23,,-1.7861236,-9.833954,-2.0999856,2.1187155e+25,2.6978757,2.5202795e+24,inf,,-27.225008,0.14999999,-2.4926646,999.0,-10.0,63,400,6.7861238,-59.405178,,7.658441e-07,78.43004107475281,27.166306,-2.6978757
3.2700127e-18,63936,999,64,-1.0,1.5,435.1069,1.0627995e+17,,-1.7985454,-11.961919,-2.5811222,2.152335e+25,2.6978757,2.5202207e+24,inf,,-27.443825,0.14999999,-2.508413,999.0,-10.0,64,400,6.7985454,-40.92483,,7.4209845e-07,79.6650230884552,27.166306,-2.6978757
3.321115e-18,64935,999,65,-1.0,1.5,442.41785,304540.2,,-1.8064287,-12.244096,-2.3109572,2.185954e+25,2.6978757,2.5201625e+24,inf,,-27.23468,0.14999999,-2.5239172,999.0,-10.0,65,400,6.806429,-13.550166,,7.194404e-07,80.92737126350403,27.166306,-2.6978757
3.3722057e-18,65934,999,66,-1.0,1.5,449.22717,143544170000000.0,,-1.8064723,-9.45292,-1.809313,2.2195734e+25,2.6978757,2.520115e+24,inf,,-27.331066,0.14999999,-2.5391846,999.0,-10.0,66,400,6.8064723,-33.301353,,6.978043e-07,82.17038607597351,27.166306,-2.6978757
3.4232985e-18,66933,999,67,-1.0,1.5,456.65283,1.3029943e+25,,-1.8157138,-12.527327,-2.4256542,2.253194e+25,2.6978757,2.7145398e+24,inf,,-27.814886,0.14999999,-2.5542226,999.0,-10.0,67,400,6.815714,-59.456615,,6.771298e-07,83.4214506149292,27.166306,-2.6978757
3.474397e-18,67932,999,68,-1.0,1.5,464.41632,130305670000000.0,,-1.8296517,-10.640367,-2.7634869,2.2868175e+25,2.7634869,2.7144557e+24,inf,,-27.922274,0.14999999,-2.5690377,999.0,-10.0,68,400,6.829652,-34.816467,,6.5736054e-07,84.64403057098389,27.902008,-2.7634869
3.525491e-18,68931,999,69,-1.0,1.5,471.28436,1.7771634,,-1.8302082,-11.27087,-1.868046,2.3204385e+25,2.7634869,2.714377e+24,inf,,-27.53567,0.14999999,-2.5836363,999.0,-10.0,69,400,6.8302083,-0.95018727,,6.3844476e-07,85.89385533332825,27.902008,-2.7634869
3.576586e-18,69930,999,70,-1.0,1.5,478.1775,0.45985204,,-1.8311073,-11.805459,-1.8931448,2.3540508e+25,2.7634869,2.7143e+24,inf,,-27.140566,0.14999999,-2.598025,999.0,-10.0,70,400,6.831107,0.4136537,,6.2033376e-07,87.09419059753418,27.902008,-2.7634869
3.627674e-18,70929,999,71,-1.0,1.5,485.51627,1370.2275,,-1.8382573,-9.141275,-2.338765,2.3876765e+25,2.7634869,2.714229e+24,inf,,-26.877167,0.14999999,-2.6122098,999.0,-10.0,71,400,6.8382573,-8.151421,,6.029826e-07,88.37272691726685,27.902008,-2.7634869
3.6787766e-18,71928,999,72,-1.0,1.5,491.7105,1.293569e+24,,-1.8293127,-12.393501,-1.1942382,2.4212924e+25,2.7634869,2.732117e+24,inf,,-27.308954,0.14999999,-2.626196,999.0,-10.0,72,400,6.829313,-57.68214,,5.863494e-07,89.63499903678894,27.902008,-2.7634869
3.7298587e-18,72927,999,73,-1.0,1.5,499.25275,3224853000000.0,,-1.8390789,-11.071115,-2.5422606,2.454914e+25,2.7634869,2.731834e+24,inf,,-27.35507,0.14999999,-2.6399894,999.0,-10.0,73,400,6.839079,-30.393473,,5.703951e-07,90.87148118019104,27.902008,-2.7634869
3.780958e-18,73926,999,74,-1.0,1.5,506.48856,0.10522345,,-1.84444,-8.550973,-2.2357802,2.488527e+25,2.7634869,2.7315575e+24,inf,,-26.967205,0.14999999,-2.653595,999.0,-10.0,74,400,6.84444,1.6248381,,5.550832e-07,92.1966814994812,27.902008,-2.7634869
3.8320556e-18,74925,999,75,-1.0,1.5,513.64136,1.0851061e+25,,-1.8485519,-11.514795,-2.1528387,2.5221486e+25,2.7634869,2.87596e+24,inf,,-27.405693,0.14999999,-2.667018,999.0,-10.0,75,400,6.8485518,-59.57953,,5.4037963e-07,93.39425563812256,27.902008,-2.7634869
3.8831473e-18,75924,999,76,-1.0,1.5,520.49854,35.734924,,-1.8486654,-9.989129,-1.8571608,2.555766e+25,2.7634869,2.8756998e+24,inf,,-27.10122,0.14999999,-2.6802633,999.0,-10.0,76,400,6.848665,-3.981651,,5.262527e-07,94.69716167449951,27.902008,-2.7634869
3.9342447e-18,76923,999,77,-1.0,1.5,527.5294,4456376300.0,,-1.8510318,-11.026274,-2.0308983,2.5893768e+25,2.7634869,2.875431e+24,inf,,-27.049719,0.14999999,-2.6933353,999.0,-10.0,77,400,6.851032,-22.855518,,5.126726e-07,95.96944308280945,27.902008,-2.7634869
3.9853305e-18,77922,999,78,-1.0,1.5,534.54626,0.102413684,,-1.853157,-11.257824,-2.016802,2.6229896e+25,2.7634869,2.8751776e+24,inf,,-26.682367,0.14999999,-2.7062387,999.0,-10.0,78,400,6.853157,1.8799561,,4.9961136e-07,97.28041124343872,27.902008,-2.7634869
4.036433e-18,78921,999,79,-1.0,1.5,541.96497,0.11979832,,-1.8603164,-11.053955,-2.4187462,2.6566132e+25,2.7634869,2.8749228e+24,inf,,-26.333786,0.14999999,-2.7189777,999.0,-10.0,79,400,6.8603163,1.1283016,,4.8704305e-07,98.61065721511841,27.902008,-2.7634869
4.0875196e-18,79920,999,80,-1.0,1.5,547.90216,2.961042,,-1.8487768,-11.225643,-0.9371503,2.6902261e+25,2.7634869,2.8746804e+24,inf,,-26.057995,0.14999999,-2.7315564,999.0,-10.0,80,400,6.848777,-4.0008807,,4.7494302e-07,99.86335778236389,27.902008,-2.7634869
4.138622e-18,80919,999,81,-1.0,1.5,554.68585,0.4252076,,-1.8479735,-11.107172,-1.7837057,2.7238386e+25,2.7634869,2.8744336e+24,inf,,-25.733711,0.14999999,-2.743979,999.0,-10.0,81,400,6.8479733,0.4747907,,4.6328847e-07,101.20491766929626,27.902008,-2.7634869
4.1897074e-18,81918,999,82,-1.0,1.5,561.33655,0.23280361,,-1.8455681,-12.268281,-1.6507156,2.7574606e+25,2.7634869,2.874201e+24,inf,,-25.411707,0.14999999,-2.7562492,999.0,-10.0,82,400,6.845568,0.93323165,,4.5205766e-07,102.50833749771118,27.902008,-2.7634869
4.240809e-18,82917,999,83,-1.0,1.5,568.3072,31814290000000.0,,-1.8470746,-9.278728,-1.9706123,2.7910717e+25,2.7634869,2.8739624e+24,inf,,-25.491846,0.14999999,-2.7683704,999.0,-10.0,83,400,6.8470745,-31.803917,,4.4123027e-07,103.81401252746582,27.902008,-2.7634869
4.291895e-18,83916,999,84,-1.0,1.5,574.1018,1.0269377e+16,,-1.8345454,-10.988706,-0.794612,2.824683e+25,2.7634869,2.8737376e+24,inf,,-25.678804,0.14999999,-2.7803466,999.0,-10.0,84,400,6.834545,-40.94015,,4.307873e-07,105.15353298187256,27.902008,-2.7634869
4.343e-18,84915,999,85,-1.0,1.5,580.79816,0.10780875,,-1.8329194,-12.811037,-1.6963398,2.8582958e+25,2.7634869,2.8735104e+24,inf,,-25.358658,0.14999999,-2.7921813,999.0,-10.0,85,400,6.832919,1.7867684,,4.2071085e-07,106.4690933227539,27.902008,-2.7634869
