GridSize,ReturnMean,NumTrainableParams,ReturnMin,MountainCar_std1_higher,IWMax,IWLastEpisode,Delta,MountainCar_mu0_higher,DenMISELogFirst,DenMISEMeanLog,Regret,AvgEpLen,IWMin,IWFirstEpisode,NumTrajectories,MountainCar_mu1_higher,ReturnAbsMax,TimestepsSoFar,Iteration,DenMISELogLast,ReturnLastEpisode,Regret/t,MinEpLen,ActionIn1,IWMean,MountainCar_std0_higher,ReturnMax,TimeElapsed,Bound,ReturnStepMax
196,-1.9560844,,-3.067201,1.5,6.1391082e+25,0.2017805,1.9924613e-08,-1.0,-7.9778695,-26.389471,1224.2709,999.0,,2.981462e-17,176,-10.0,3.067201,175824,176,1.16527,-2.0737073,6.9560843,999,-8.056597,5.650342e+24,0.14999999,,183.3096661567688,inf,30.85928
196,-1.9572233,,-3.067201,1.5,6.1738896e+25,1.3822185e+25,1.9700117e-08,-1.0,-7.9835353,-26.583101,1231.4285,999.0,,2.9983997e-17,177,-10.0,3.067201,176823,177,-60.43819,-2.1576748,6.9572234,999,-9.761,5.726826e+24,0.14999999,,184.17529678344727,inf,30.85928
196,-1.9604561,,-3.067201,1.5,6.2086788e+25,4.1504447e+18,1.9479389e-08,-1.0,-7.989169,-26.685081,1238.9612,999.0,,3.015341e-17,178,-10.0,3.067201,177822,178,-44.507175,-2.532697,6.960456,999,-11.0215845,5.725237e+24,0.14999999,,185.05176424980164,inf,30.85928
196,-1.9575655,,-3.067201,1.5,6.243449e+25,0.17920054,1.9262348e-08,-1.0,-7.9947715,-26.532085,1245.4043,999.0,,3.0322744e-17,179,-10.0,3.067201,178821,179,0.92872834,-1.4430277,6.9575653,999,-12.269764,5.723656e+24,0.14999999,,185.92135310173035,inf,30.85928
196,-1.9546258,,-3.067201,1.5,6.278223e+25,1.0369731e+18,1.9048917e-08,-1.0,-8.000342,-26.623228,1251.8326,999.0,,3.0492213e-17,180,-10.0,3.067201,179820,180,-42.7125,-1.4284173,6.954626,999,-11.405198,5.7220757e+24,0.14999999,,186.83466339111328,inf,30.85928
196,-1.952832,,-3.067201,1.5,6.312998e+25,18.737324,1.8839012e-08,-1.0,-8.005882,-26.496607,1258.4626,999.0,,3.0661574e-17,181,-10.0,3.067201,180819,181,-3.479918,-1.6299733,6.952832,999,-10.655163,5.720517e+24,0.14999999,,187.70279812812805,inf,30.85928
196,-1.9544417,,-3.067201,1.5,6.347772e+25,11.161442,1.8632557e-08,-1.0,-8.011393,-26.36936,1265.7084,999.0,,3.0830937e-17,182,-10.0,3.067201,181818,182,-3.1148422,-2.2457745,6.9544415,999,-11.032581,5.7189553e+24,0.14999999,,188.5815625190735,inf,30.85928
196,-1.9530056,,-3.067201,1.5,6.382542e+25,0.12580326,1.8429478e-08,-1.0,-8.016871,-26.217625,1272.4,999.0,,3.100041e-17,183,-10.0,3.067201,182817,183,1.6207653,-1.6916329,6.953006,999,-9.866074,5.717401e+24,0.14999999,,189.45002365112305,inf,30.85928
196,-1.9525543,,-3.067201,1.5,6.4173073e+25,179387680000.0,1.8229706e-08,-1.0,-8.022321,-26.220596,1279.27,999.0,,3.116974e-17,184,-10.0,3.067201,183816,184,-26.54404,-1.8699672,6.952554,999,-10.728556,5.7158655e+24,0.14999999,,190.33906865119934,inf,30.85928
196,-1.9502016,,-3.067201,1.5,6.452065e+25,0.16587967,1.8033159e-08,-1.0,-8.027741,-26.073986,1285.7874,999.0,,3.133916e-17,185,-10.0,3.067201,184815,185,1.1220725,-1.5172992,6.9502015,999,-11.882217,5.7143344e+24,0.14999999,,191.21592044830322,inf,30.85928
196,-1.9489527,,-3.067201,1.5,6.4868377e+25,27188152.0,1.7839776e-08,-1.0,-8.033133,-26.030315,1292.5051,999.0,,3.150866e-17,186,-10.0,3.067201,185814,186,-17.73336,-1.7178968,6.9489527,999,-8.977834,5.7128073e+24,0.14999999,,192.09609150886536,inf,30.85928
196,-1.9505702,,-3.067201,1.5,6.5215987e+25,3.6467765e+25,1.7649485e-08,-1.0,-8.038494,-26.21577,1299.7566,999.0,,3.167799e-17,187,-10.0,3.067201,186813,187,-60.493153,-2.251426,6.95057,999,-10.9273205,5.9063114e+24,0.14999999,,192.97442889213562,inf,30.85928
196,-1.9485645,,-3.067201,1.5,6.556371e+25,0.10226248,1.7462224e-08,-1.0,-8.043827,-26.068409,1306.3301,999.0,,3.1847377e-17,188,-10.0,3.067201,187812,188,1.7093248,-1.5735137,6.9485645,999,-13.499395,5.9048045e+24,0.14999999,,193.8774139881134,inf,30.85928
196,-1.9518542,,-3.067201,1.5,6.5911273e+25,1.6152498e+25,1.7277927e-08,-1.0,-8.049132,-26.25177,1313.9004,999.0,,3.2016816e-17,189,-10.0,3.067201,188811,189,-60.503788,-2.5703058,6.951854,999,-8.613249,5.988756e+24,0.14999999,,194.79004454612732,inf,30.85928
196,-1.9508686,,-3.067201,1.5,6.625891e+25,3.8054081e+25,1.709653e-08,-1.0,-8.05441,-26.433254,1320.665,999.0,,3.2186173e-17,190,-10.0,3.067201,189810,190,-60.509068,-1.7646159,6.9508686,999,-10.846942,6.187558e+24,0.14999999,,195.7364468574524,inf,30.85928
196,-1.9494199,,-3.067201,1.5,6.6606604e+25,0.1209809,1.6917982e-08,-1.0,-8.059659,-26.287252,1327.3392,999.0,,3.2355567e-17,191,-10.0,3.067201,190809,191,1.6805152,-1.6741627,6.94942,999,-13.709976,6.1860735e+24,0.14999999,,196.66898274421692,inf,30.85928
196,-1.9513736,,-3.067201,1.5,6.6954076e+25,1.9549297e+25,1.6742211e-08,-1.0,-8.06488,-26.466728,1334.6637,999.0,,3.252498e-17,192,-10.0,3.067201,191808,192,-60.51954,-2.3245225,6.9513736,999,-14.538553,6.286419e+24,0.14999999,,197.55636405944824,inf,30.85928
196,-1.9489297,,-3.067201,1.5,6.730182e+25,5.006312e+24,1.6569167e-08,-1.0,-8.070076,-26.64439,1341.1434,999.0,,3.2694406e-17,193,-10.0,3.067201,192807,193,-60.52473,-1.4796879,6.94893,999,-13.327659,6.310879e+24,0.14999999,,198.52604818344116,inf,30.85928
196,-1.9520371,,-3.067201,1.5,6.764931e+25,2.1358542e+25,1.639879e-08,-1.0,-8.075244,-26.820272,1348.6952,999.0,,3.286384e-17,194,-10.0,3.067201,193806,194,-60.5299,-2.551779,6.952037,999,-13.681381,6.419517e+24,0.14999999,,199.43218207359314,inf,30.85928
196,-1.9505377,,-3.067201,1.5,6.799678e+25,2.3989882e+25,1.6231029e-08,-1.0,-8.080385,-26.99439,1355.3549,999.0,,3.303314e-17,195,-10.0,3.067201,194805,195,-60.53504,-1.6596404,6.9505377,999,-9.533612,6.541094e+24,0.14999999,,200.30989384651184,inf,30.85928
196,-1.9486492,,-3.067201,1.5,6.8344463e+25,8.560545e+16,1.6065826e-08,-1.0,-8.0855,-27.061777,1361.9353,999.0,,3.3202553e-17,196,-10.0,3.067201,195804,196,-39.95865,-1.580398,6.9486494,999,-14.753705,6.539651e+24,0.14999999,,201.17305827140808,inf,30.85928
225,-1.9445997,,-3.067201,1.5,6.869183e+25,8.4890655e+23,1.38624685e-08,-1.0,-8.09059,-27.23297,1368.0862,999.0,,3.3372072e-17,197,-10.0,3.067201,196803,197,-60.545246,-1.1509027,6.9445996,999,-13.318674,6.5425206e+24,0.14999999,,202.0900914669037,inf,30.85928
225,-1.9453992,,-3.067201,1.5,6.9039384e+25,4.0585696e+25,1.3722799e-08,-1.0,-8.095653,-27.402477,1375.189,999.0,,3.3541433e-17,198,-10.0,3.067201,197802,198,-60.55031,-2.1028676,6.9453993,999,-12.452464,6.746064e+24,0.14999999,,230.1918022632599,inf,30.85928
225,-1.9474605,,-3.067201,1.5,6.938684e+25,1533041600000000.0,1.3585227e-08,-1.0,-8.10069,-27.447918,1382.5447,999.0,,3.3710753e-17,199,-10.0,3.067201,198801,199,-36.195366,-2.3556387,6.9474607,999,-11.918623,6.74465e+24,0.14999999,,231.14455795288086,inf,30.85928
225,-1.9466916,,-3.067201,1.5,6.9734457e+25,27061398.0,1.3449715e-08,-1.0,-8.105702,-27.400242,1389.3384,999.0,,3.3880153e-17,200,-10.0,3.067201,199800,200,-17.665434,-1.7936486,6.9466915,999,-10.716752,6.743233e+24,0.14999999,,232.10583305358887,inf,30.85928
225,-1.9447508,,-3.067201,1.5,7.008194e+25,0.2046867,1.3316219e-08,-1.0,-8.11069,-27.2602,1395.8949,999.0,,3.4049626e-17,201,-10.0,3.067201,200799,201,0.9951186,-1.5566136,6.944751,999,-10.783828,6.741817e+24,0.14999999,,233.02032828330994,inf,30.85928
225,-1.9436274,,-3.067201,1.5,7.0429535e+25,0.16849028,1.3184702e-08,-1.0,-8.115653,-27.11982,1402.6128,999.0,,3.4219033e-17,202,-10.0,3.067201,201798,202,1.3414793,-1.7178123,6.9436274,999,-11.174062,6.7404184e+24,0.14999999,,233.95494198799133,inf,30.85928
225,-1.9443256,,-3.067201,1.5,7.077697e+25,0.13737267,1.3055123e-08,-1.0,-8.120591,-26.979702,1409.6981,999.0,,3.4388363e-17,203,-10.0,3.067201,202797,203,1.5687921,-2.0853536,6.9443254,999,-8.993594,6.739033e+24,0.14999999,,234.91096186637878,inf,30.85928
225,-1.9429746,,-3.067201,1.5,7.112422e+25,5.661396e+25,1.2927444e-08,-1.0,-8.125505,-27.1456,1416.3668,999.0,,3.455774e-17,204,-10.0,3.067201,203796,204,-60.580162,-1.6687237,6.9429746,999,-10.272121,7.0151596e+24,0.14999999,,235.8586347103119,inf,30.85928
225,-1.9460648,,-3.067201,1.5,7.1471813e+25,23457016.0,1.2801633e-08,-1.0,-8.130396,-27.104494,1423.9434,999.0,,3.4727156e-17,205,-10.0,3.067201,204795,205,-18.472786,-2.5764987,6.946065,999,-9.420325,7.013783e+24,0.14999999,,236.79439735412598,inf,30.85928
225,-1.9454466,,-3.067201,1.5,7.1819184e+25,2.1302364e+22,1.2677646e-08,-1.0,-8.135262,-27.228037,1430.762,999.0,,3.4896606e-17,206,-10.0,3.067201,205794,206,-52.30842,-1.818704,6.9454465,999,-12.342472,7.0125217e+24,0.14999999,,237.75396037101746,inf,30.85928
225,-1.9427642,,-3.067201,1.5,7.216659e+25,2.5287895e+20,1.2555453e-08,-1.0,-8.140104,-27.331263,1437.1522,999.0,,3.506608e-17,207,-10.0,3.067201,206793,207,-48.35145,-1.3901875,6.9427643,999,-13.39792,7.0111474e+24,0.14999999,,238.718590259552,inf,30.85928
225,-1.9410145,,-3.067201,1.5,7.2514017e+25,3.147918e+25,1.24350175e-08,-1.0,-8.144923,-27.49237,1443.731,999.0,,3.5235432e-17,208,-10.0,3.067201,207792,208,-60.59958,-1.5788332,6.9410143,999,-10.157215,7.1611223e+24,0.14999999,,239.71175336837769,inf,30.85928
225,-1.9440815,,-3.067201,1.5,7.2861452e+25,4305491000.0,1.2316306e-08,-1.0,-8.149719,-27.475773,1451.313,999.0,,3.5404793e-17,209,-10.0,3.067201,208791,209,-23.776304,-2.5820389,6.9440813,999,-10.487057,7.159786e+24,0.14999999,,240.68074679374695,inf,30.85928
225,-1.9445156,,-3.067201,1.5,7.3208874e+25,96.23852,1.2199287e-08,-1.0,-8.154493,-27.370047,1458.3483,999.0,,3.5574292e-17,210,-10.0,3.067201,209790,210,-5.0287066,-2.0352147,6.9445157,999,-9.804638,7.1584314e+24,0.14999999,,241.6399953365326,inf,30.85928
225,-1.9475824,,-3.067201,1.5,7.355627e+25,1.254771e+18,1.2083928e-08,-1.0,-8.159244,-27.447763,1465.94,999.0,,3.5743646e-17,211,-10.0,3.067201,210789,211,-43.52374,-2.591619,6.9475822,999,-11.003307,7.157087e+24,0.14999999,,242.60578751564026,inf,30.85928
225,-1.9474539,,-3.067201,1.5,7.3903624e+25,0.10096016,1.1970198e-08,-1.0,-8.163972,-27.310293,1472.8602,999.0,,3.5912986e-17,212,-10.0,3.067201,211788,212,1.9394618,-1.9203249,6.947454,999,-11.071228,7.1557635e+24,0.14999999,,243.56993675231934,inf,30.85928
225,-1.9483792,,-3.067201,1.5,7.4250917e+25,0.10101744,1.1858066e-08,-1.0,-8.168677,-27.17486,1480.0048,999.0,,3.608244e-17,213,-10.0,3.067201,212787,213,1.7782956,-2.144547,6.948379,999,-12.542491,7.154423e+24,0.14999999,,244.5299973487854,inf,30.85928
225,-1.9486315,,-3.067201,1.5,7.4598135e+25,2.2945538e+20,1.1747502e-08,-1.0,-8.173362,-27.272247,1487.0071,999.0,,3.625186e-17,214,-10.0,3.067201,213786,214,-47.775043,-2.0023742,6.9486313,999,-12.627316,7.153107e+24,0.14999999,,245.46512150764465,inf,30.85928
225,-1.9486647,,-3.067201,1.5,7.4945547e+25,4.618983e+23,1.1638476e-08,-1.0,-8.178023,-27.404276,1493.9629,999.0,,3.6421245e-17,215,-10.0,3.067201,214785,215,-55.41896,-1.9557437,6.9486647,999,-9.893586,7.153939e+24,0.14999999,,246.41710758209229,inf,30.85928
225,-1.9487528,,-3.067201,1.5,7.5292853e+25,123101600000.0,1.1530962e-08,-1.0,-8.182664,-27.399672,1500.9307,999.0,,3.6590586e-17,216,-10.0,3.067201,215784,216,-26.17117,-1.9677411,6.948753,999,-11.3331175,7.1526305e+24,0.14999999,,247.36927270889282,inf,30.85928
225,-1.9459069,,-3.067201,1.5,7.5640325e+25,36.457165,1.142493e-08,-1.0,-8.187283,-27.296429,1507.2617,999.0,,3.676001e-17,217,-10.0,3.067201,216783,217,-4.7582355,-1.3311461,6.9459066,999,-7.9821105,7.151325e+24,0.14999999,,248.3360903263092,inf,30.85928
225,-1.9440473,,-3.067201,1.5,7.5987373e+25,1.7934038e+25,1.1320356e-08,-1.0,-8.19188,-27.45049,1513.8022,999.0,,3.6929373e-17,218,-10.0,3.067201,217782,218,-60.646538,-1.5405223,6.9440475,999,-9.4484,7.232281e+24,0.14999999,,249.28561115264893,inf,30.85928
225,-1.9436727,,-3.067201,1.5,7.633485e+25,3.4222305e+21,1.1217209e-08,-1.0,-8.196457,-27.556654,1520.6643,999.0,,3.709881e-17,219,-10.0,3.067201,218781,219,-50.460503,-1.8620182,6.9436727,999,-6.8947363,7.231001e+24,0.14999999,,250.25508785247803,inf,30.85928
225,-1.945506,,-3.067201,1.5,7.6682156e+25,1.8089931e+24,1.1115467e-08,-1.0,-8.201013,-27.708189,1528.0114,999.0,,3.7268173e-17,220,-10.0,3.067201,219780,220,-60.65567,-2.3470206,6.945506,999,-10.825855,7.2379294e+24,0.14999999,,251.19767236709595,inf,30.85928
225,-1.9419706,,-3.067201,1.5,7.702928e+25,0.119130835,1.1015102e-08,-1.0,-8.205548,-27.58277,1534.1755,999.0,,3.7437592e-17,221,-10.0,3.067201,220779,221,0.25203508,-1.1641766,6.941971,999,-9.233168,7.2366433e+24,0.14999999,,252.18294882774353,inf,30.85928
225,-1.9415588,,-3.067201,1.5,7.866609e+25,7.866609e+25,1.0916089e-08,-1.0,-8.210063,-27.732851,1541.0261,999.0,,3.7607065e-17,222,-10.0,3.067201,221778,222,-60.66032,-1.8505349,6.941559,999,-10.351531,7.589706e+24,0.14999999,,253.11723518371582,inf,30.85928
225,-1.9407116,,-3.067201,1.5,7.901889e+25,379.72668,1.08184075e-08,-1.0,-8.214558,-27.638273,1547.7787,999.0,,3.777644e-17,223,-10.0,3.067201,222777,223,-6.398583,-1.7526315,6.9407115,999,-11.71279,7.588419e+24,0.14999999,,254.07390975952148,inf,30.85928
225,-1.9407434,,-3.067201,1.5,7.937175e+25,3020.878,1.0722029e-08,-1.0,-8.219031,-27.553843,1554.7266,999.0,,3.7945855e-17,224,-10.0,3.067201,223776,224,-8.481318,-1.9478439,6.9407434,999,-13.7444515,7.587146e+24,0.14999999,,255.0344169139862,inf,30.85928
225,-1.9403924,,-3.067201,1.5,7.972436e+25,2.994954e+25,1.0626936e-08,-1.0,-8.223486,-27.702133,1561.5883,999.0,,3.81153e-17,225,-10.0,3.067201,224775,225,-60.678143,-1.8617461,6.9403925,999,-11.266768,7.718993e+24,0.14999999,,255.99370455741882,inf,30.85928
256,-1.9400445,,-3.067201,1.5,8.007731e+25,0.49028406,9.26257e-09,-1.0,-8.227921,-27.579092,1568.4501,999.0,,3.828463e-17,226,-10.0,3.067201,225774,226,0.35047182,-1.861784,6.9400444,999,-11.287311,7.7177384e+24,0.14999999,,256.96380734443665,inf,30.85928
256,-1.9406308,,-3.067201,1.5,8.042999e+25,0.31474027,9.181142e-09,-1.0,-8.232335,-27.455505,1575.5232,999.0,,3.8453976e-17,227,-10.0,3.067201,226773,227,0.7196847,-2.0731447,6.940631,999,-10.915249,7.716472e+24,0.14999999,,292.69286370277405,inf,30.85928
256,-1.9385386,,-3.067201,1.5,8.078267e+25,0.109091215,9.1007815e-09,-1.0,-8.236732,-27.330036,1581.9868,999.0,,3.8623485e-17,228,-10.0,3.067201,227772,228,1.3946162,-1.46359,6.9385386,999,-11.864306,7.715215e+24,0.14999999,,293.722238779068,inf,30.85928
256,-1.9366823,,-3.067201,1.5,8.113537e+25,174275280.0,9.021472e-09,-1.0,-8.241107,-27.298437,1588.5002,999.0,,3.879285e-17,229,-10.0,3.067201,228771,229,-19.852287,-1.5134677,6.936682,999,-12.088663,7.713964e+24,0.14999999,,294.7572476863861,inf,30.85928
256,-1.9389691,,-3.067201,1.5,8.148804e+25,7502334.0,8.943195e-09,-1.0,-8.245464,-27.25509,1595.9629,999.0,,3.8962212e-17,230,-10.0,3.067201,229770,230,-17.087244,-2.4626408,6.938969,999,-13.0238695,7.712738e+24,0.14999999,,295.7860863208771,inf,30.85928
256,-1.9381533,,-3.067201,1.5,8.184069e+25,6.23795e+25,8.865932e-09,-1.0,-8.249804,-27.40093,1602.7134,999.0,,3.9131572e-17,231,-10.0,3.067201,230769,231,-60.70446,-1.750527,6.9381533,999,-13.538458,7.981538e+24,0.14999999,,296.8100266456604,inf,30.85928
256,-1.9370564,,-3.067201,1.5,8.219329e+25,3.4636213e+25,8.789668e-09,-1.0,-8.254123,-27.54555,1609.3971,999.0,,3.9301068e-17,232,-10.0,3.067201,231768,232,-60.70878,-1.6836789,6.9370565,999,-10.107581,8.129596e+24,0.14999999,,297.84737968444824,inf,30.85928
256,-1.938482,,-3.067201,1.5,8.254615e+25,651041900.0,8.714381e-09,-1.0,-8.258424,-27.519344,1616.6663,999.0,,3.9470392e-17,233,-10.0,3.067201,232767,233,-21.19362,-2.2692127,6.9384823,999,-9.938681,8.128382e+24,0.14999999,,298.8665142059326,inf,30.85928
256,-1.9377676,,-3.067201,1.5,8.2898635e+25,1053567500.0,8.6400584e-09,-1.0,-8.262707,-27.494179,1623.4376,999.0,,3.9639845e-17,234,-10.0,3.067201,233766,234,-21.385502,-1.771294,6.9377675,999,-11.471027,8.1271495e+24,0.14999999,,299.900838136673,inf,30.85928
256,-1.9382752,,-3.067201,1.5,8.325135e+25,4.335229,8.566682e-09,-1.0,-8.266971,-27.38641,1630.4946,999.0,,3.980926e-17,235,-10.0,3.067201,234765,235,-1.924082,-2.057079,6.9382753,999,-12.771507,8.1259395e+24,0.14999999,,300.90943121910095,inf,30.85928
256,-1.9394622,,-3.067201,1.5,8.360397e+25,1.3803636e+25,8.494237e-09,-1.0,-8.271217,-27.521969,1637.7131,999.0,,3.997864e-17,236,-10.0,3.067201,235764,236,-59.1342,-2.2183838,6.939462,999,-12.214089,8.183239e+24,0.14999999,,301.9401252269745,inf,30.85928
256,-1.9379958,,-3.067201,1.5,8.395648e+25,1389236700000000.0,8.422706e-09,-1.0,-8.275446,-27.557718,1644.3049,999.0,,4.0147975e-17,237,-10.0,3.067201,236763,237,-35.75224,-1.5919293,6.937996,999,-10.689082,8.1818285e+24,0.14999999,,302.9619150161743,inf,30.85928
256,-1.9362906,,-3.067201,1.5,8.430888e+25,0.22102161,8.3520755e-09,-1.0,-8.279656,-27.439474,1650.8372,999.0,,4.0317412e-17,238,-10.0,3.067201,237762,238,0.82695657,-1.5321656,6.9362907,999,-10.380362,8.1804415e+24,0.14999999,,303.9975025653839,inf,30.85928
256,-1.9325273,,-3.067201,1.5,8.466146e+25,0.835557,8.282331e-09,-1.0,-8.283849,-27.335354,1656.874,999.0,,4.0486792e-17,239,-10.0,3.067201,238761,239,-2.313972,-1.036862,6.9325275,999,-11.437259,8.1790505e+24,0.14999999,,305.020879983902,inf,30.85928
256,-1.932627,,-3.067201,1.5,8.501421e+25,4.167132,8.213456e-09,-1.0,-8.288024,-27.230062,1663.8304,999.0,,4.0656265e-17,240,-10.0,3.067201,239760,240,-1.8258073,-1.9564507,6.9326267,999,-13.329702,8.177662e+24,0.14999999,,306.07744812965393,inf,30.85928
256,-1.936438,,-3.067201,1.5,8.536681e+25,9.135453e+24,8.145435e-09,-1.0,-8.292182,-27.370125,1671.6815,999.0,,4.0825665e-17,241,-10.0,3.067201,240759,241,-60.746838,-2.8510728,6.936438,999,-11.025829,8.214191e+24,0.14999999,,307.10973286628723,inf,30.85928
256,-1.9370847,,-3.067201,1.5,8.571923e+25,0.104789354,8.078256e-09,-1.0,-8.296323,-27.250587,1678.7745,999.0,,4.0994992e-17,242,-10.0,3.067201,241758,242,1.8007127,-2.0929618,6.9370847,999,-11.637712,8.2128363e+24,0.14999999,,308.13967061042786,inf,30.85928
256,-1.9396629,,-3.067201,1.5,8.607181e+25,6.516768,8.011906e-09,-1.0,-8.3004465,-27.152489,1686.3381,999.0,,4.1164392e-17,243,-10.0,3.067201,242757,243,-3.171256,-2.5636017,6.939663,999,-10.4972725,8.2114765e+24,0.14999999,,309.18579053878784,inf,30.85928
256,-1.9384284,,-3.067201,1.5,8.642418e+25,5.4484353,7.946369e-09,-1.0,-8.304554,-27.051262,1692.9766,999.0,,4.1333858e-17,244,-10.0,3.067201,243756,244,-2.212474,-1.6384395,6.9384284,999,-10.241192,8.210106e+24,0.14999999,,310.24532294273376,inf,30.85928
256,-1.9393923,,-3.067201,1.5,8.677666e+25,870979.6,7.881633e-09,-1.0,-8.308643,-27.00051,1700.1511,999.0,,4.150323e-17,245,-10.0,3.067201,244755,245,-14.378621,-2.1745863,6.939392,999,-11.106328,8.208778e+24,0.14999999,,311.3523619174957,inf,30.85928
256,-1.9406841,,-3.067201,1.5,8.712926e+25,0.10048689,7.817685e-09,-1.0,-8.312717,-26.884926,1707.4083,999.0,,4.1672664e-17,246,-10.0,3.067201,245754,246,1.6712679,-2.2571454,6.9406843,999,-12.22632,8.2074176e+24,0.14999999,,312.4145767688751,inf,30.85928
256,-1.9425461,,-3.067201,1.5,8.748162e+25,5851442000.0,7.754513e-09,-1.0,-8.316773,-26.872952,1714.8088,999.0,,4.184199e-17,247,-10.0,3.067201,246753,247,-23.690363,-2.4005997,6.942546,999,-9.671225,8.206093e+24,0.14999999,,313.4561495780945,inf,30.85928
256,-1.9405246,,-3.067201,1.5,8.783406e+25,2001994000000.0,7.692101e-09,-1.0,-8.320814,-26.884388,1721.2501,999.0,,4.2011527e-17,248,-10.0,3.067201,247752,248,-29.473747,-1.4412079,6.9405246,999,-9.5893135,8.204759e+24,0.14999999,,314.506325006485,inf,30.85928
256,-1.9424384,,-3.067201,1.5,8.818625e+25,5.8751786e+22,7.630442e-09,-1.0,-8.324839,-26.994,1728.6671,999.0,,4.218078e-17,249,-10.0,3.067201,248751,249,-53.94288,-2.4170492,6.942438,999,-8.360914,8.203673e+24,0.14999999,,315.5324704647064,inf,30.85928
256,-1.9457299,,-3.067201,1.5,8.853883e+25,6.466501e+24,7.56952e-09,-1.0,-8.328846,-27.130098,1736.4325,999.0,,4.2350235e-17,250,-10.0,3.067201,249750,250,-60.783504,-2.765311,6.9457297,999,-10.654732,8.2282296e+24,0.14999999,,316.60569405555725,inf,30.85928
256,-1.9443107,,-3.067201,1.5,8.889112e+25,0.3819859,7.509326e-09,-1.0,-8.332838,-27.021418,1743.022,999.0,,4.251972e-17,251,-10.0,3.067201,250749,251,0.3856474,-1.5895287,6.9443107,999,-14.053702,8.226904e+24,0.14999999,,317.6528673171997,inf,30.85928
256,-1.94166,,-3.067201,1.5,8.924346e+25,5.4623997e+24,7.4498456e-09,-1.0,-8.336815,-27.156359,1749.2983,999.0,,4.2689068e-17,252,-10.0,3.067201,251748,252,-60.79147,-1.276369,6.94166,999,-10.48701,8.2472666e+24,0.14999999,,318.71427059173584,inf,30.85928
256,-1.9406061,,-3.067201,1.5,8.959582e+25,7.5452223,7.391071e-09,-1.0,-8.340775,-27.059929,1755.9734,999.0,,4.2858438e-17,253,-10.0,3.067201,252747,253,-2.5192978,-1.6749994,6.940606,999,-10.891733,8.2459805e+24,0.14999999,,319.7661473751068,inf,30.85928
256,-1.9439522,,-3.067201,1.5,8.994821e+25,2.571079,7.332988e-09,-1.0,-8.34472,-26.966192,1763.7639,999.0,,4.302782e-17,254,-10.0,3.067201,253746,254,-3.0120604,-2.790509,6.943952,999,-11.40247,8.244686e+24,0.14999999,,320.8082709312439,inf,30.85928
256,-1.942137,,-3.067201,1.5,9.030059e+25,45.28943,7.2755864e-09,-1.0,-8.348649,-26.879278,1770.2449,999.0,,4.3197218e-17,255,-10.0,3.067201,254745,255,-4.566054,-1.4810817,6.942137,999,-11.94893,8.2433945e+24,0.14999999,,321.8620095252991,inf,30.85928
256,-1.9459001,,-3.067201,1.5,9.065298e+25,734.4032,7.218857e-09,-1.0,-8.352563,-26.811188,1778.1504,999.0,,4.3366618e-17,256,-10.0,3.067201,255744,256,-9.211861,-2.9054844,6.9459,999,-11.793402,8.24211e+24,0.14999999,,322.9228229522705,inf,30.85928
289,-1.944553,,-3.067201,1.5,9.100536e+25,2344168.5,6.347712e-09,-1.0,-8.356462,-26.767487,1784.7501,999.0,,4.3536018e-17,257,-10.0,3.067201,256743,257,-15.344732,-1.5996802,6.944553,999,-10.997561,8.2408316e+24,0.14999999,,323.98036098480225,inf,30.85928
289,-1.9427137,,-3.067201,1.5,9.135771e+25,0.1449147,6.2986003e-09,-1.0,-8.360345,-26.66001,1791.2202,999.0,,4.370541e-17,258,-10.0,3.067201,257742,258,1.196746,-1.4700234,6.9427137,999,-10.730826,8.2395593e+24,0.14999999,,373.04769921302795,inf,30.85928
289,-1.9399341,,-3.067201,1.5,9.170968e+25,0.10662725,6.2500565e-09,-1.0,-8.364214,-26.554705,1797.4429,999.0,,4.3874795e-17,259,-10.0,3.067201,258741,259,0.84689623,-1.2227774,6.9399343,999,-11.225271,8.2382894e+24,0.14999999,,374.16053009033203,inf,30.85928
289,-1.9406908,,-3.067201,1.5,9.206194e+25,0.16159153,6.202072e-09,-1.0,-8.368067,-26.448328,1804.5796,999.0,,4.4044165e-17,260,-10.0,3.067201,259740,260,1.3358606,-2.136668,6.940691,999,-13.416498,8.237023e+24,0.14999999,,375.28734254837036,inf,30.85928
289,-1.9423412,,-3.067201,1.5,9.241452e+25,3.5928278e+25,6.1546377e-09,-1.0,-8.371906,-26.58093,1811.951,999.0,,4.421368e-17,261,-10.0,3.067201,260739,261,-60.82656,-2.3714778,6.9423413,999,-11.4382515,8.3734187e+24,0.14999999,,376.4015166759491,inf,30.85928
289,-1.9418424,,-3.067201,1.5,9.276666e+25,13.052974,6.107746e-09,-1.0,-8.37573,-26.491777,1818.7627,999.0,,4.4383004e-17,262,-10.0,3.067201,261738,262,-2.9873536,-1.8116711,6.9418426,999,-13.712488,8.372179e+24,0.14999999,,377.5352020263672,inf,30.85928
289,-1.9396303,,-3.067201,1.5,9.311872e+25,1.3815438e+25,6.061387e-09,-1.0,-8.3795395,-26.623247,1825.1228,999.0,,4.4552464e-17,263,-10.0,3.067201,262737,263,-60.834198,-1.3600527,6.9396305,999,-7.435034,8.423471e+24,0.14999999,,378.86068964004517,inf,30.85928
